"County, State",Population,Income (Median),% Children in Poverty,Education (% completed High School),Education (% completed college),Social Association Rate,% Unemployed,Trama,Suicide rate,Homicide Rate,% Fair or Poor Health,% Excessive Drinking,Teen Birth Rate,% With Access to Exercise Opportunities,% Physically Inactive,Food Environment Index,% Adults with Obesity,% Adults Reporting Currently Smoking,% Low Birthweight,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Injury Death Rate,PTSD,Psychosis ,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,% with Annual Mammogram,% Vaccinated,% Severe Housing Problems,% Long Commute - Drives Alone,% Insufficient Sleep,% Disconnected Youth,% Households with Broadband Access,Desert Y/N,% Living in Desert,Deppresion ,% Homeowners,% Households with Severe Cost Burden,Traffic Volume,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,Drug Overdose Mortality Rate,% Uninsured Adults,% Uninsured Children,Other Primary Care Provider Ratio,% Less than 18 Years of Age,% 65 and Over,% Rural
"Borden, TEXAS",585,75186,18,95,79,0.0,1.9,,,,13,19,,4,19,7.0,33,13,,3.1,4.9,,,,617:0,585:0,585:0,,,,11,31,31,,87,Y,1,,73,1,0,,,,,9,15,8,3230,,13,11,585:0,21.5,24.4,100.0
"Bosque, TEXAS",18697,61048,19,88,56,11.9,3.7,56.9,17,,18,17,25,31,26,6.7,36,18,6,3.9,5.5,98,18.5,25,1850:1,2671:1,1870:1,3572,43,26,12,45,35,18,80,Y,0.63,28,76,7,18,75.0,500,58,,12,18,11,126,22,25,14,2077:1,20.7,25.1,100.0
"Bowie, TEXAS",92035,52460,26,90,52,13.0,4.6,64.5,21,10,19,17,37,52,27,6.9,40,19,11,4,5.8,78,14,24,1382:1,1615:1,773:1,3221,39,38,15,18,39,11,77,Y,0.32,35,63,13,63,73.2,568,81,10,12,18,12,340,7,21,9,487:1,23.6,17.5,37.9
"Brazoria, TEXAS",388181,86197,13,89,67,6.9,4.5,54.4,15,5,17,20,18,76,25,7.9,38,14,8,3.6,4.6,59,13,20,1531:1,1695:1,942:1,3725,33,41,12,53,37,8,92,Y,0.17,35,74,10,54,77.5,381,43,5,10,15,11,303,14,19,9,1311:1,25.5,12.8,22.6
"Brazos, TEXAS",242014,60355,17,89,72,8.1,3.1,67.9,10,4,18,21,14,87,25,6.5,35,16,8,3.8,5.5,40,17.3,21,1203:1,1741:1,710:1,2778,44,51,25,13,38,6,84,Y,0.01,40,47,22,96,79.2,317,47,5,12,17,12,218,8,21,12,1260:1,19.9,10.3,11.9
"Brewster, TEXAS",9343,52388,21,89,73,14.8,3.4,43.2,33,,17,17,15,72,23,6.1,36,12,6,3.4,4.7,90,13.5,27,788:1,3114:1,584:1,1162,29,25,16,20,33,,80,Y,0.31,43,60,16,33,78.8,429,,,10,15,11,121,,27,18,934:1,17.9,25.2,34.2
"Briscoe, TEXAS",1431,53208,20,85,43,0.0,3.5,,,,23,15,,29,31,2.2,41,21,,4.5,5.7,134,,,1403:1,1431:0,,814,36,27,15,24,36,,67,Y,1,,74,20,,,429,,,14,19,13,0,,30,20,1431:1,22.2,23.8,100.0
"Brooks, TEXAS",6906,35359,47,70,35,0.0,6.0,16.8,,,32,14,52,89,40,4.8,45,18,10,4.9,5.3,82,,,,6906:1,3453:1,3504,26,29,18,18,38,,75,N,0,,61,11,22,70.9,700,,,16,18,18,198,,28,9,3453:1,26.9,17.0,36.4
"Brown, TEXAS",38373,53455,25,87,57,16.8,4.3,64.4,19,,19,18,27,56,26,6.3,38,18,8,4,5.5,66,23,27,1910:1,2741:1,512:1,1998,31,34,11,14,35,8,86,Y,0.32,31,68,11,48,73.2,577,57,7,12,18,11,128,12,22,12,984:1,20.3,20.8,43.4
"Burleson, TEXAS",18657,62095,22,84,55,8.9,3.6,60.8,18,,19,17,28,41,26,7.5,36,17,10,3.8,5.2,85,14.1,24,2579:1,9329:1,9329:1,3324,38,41,10,49,35,,80,Y,1,37,79,8,27,74.9,513,,,12,17,11,144,,25,14,1866:1,21.9,21.3,100.0
"Burnet, TEXAS",52502,74897,14,88,50,12.4,3.0,73.6,19,4,17,18,25,42,24,7.7,36,16,8,3.7,5.2,84,15.4,24,2426:1,2019:1,1313:1,2133,41,41,13,41,36,,89,Y,0.5,35,79,11,32,77.4,392,31,,11,17,10,149,13,24,15,1167:1,20.1,23.7,67.3
"Caldwell, TEXAS",47848,60833,21,80,43,8.5,3.5,55.8,14,6,22,17,34,40,32,7.4,41,17,9,4.2,5.1,70,10.4,16,3899:1,3190:1,1139:1,3187,30,41,19,56,34,20,85,Y,0.67,28,72,11,32,75.8,469,47,,13,17,13,230,,30,15,2658:1,22.5,15.6,54.6
"Calhoun, TEXAS",19706,62742,24,84,50,10.6,3.7,33.1,20,,20,17,37,67,29,5.3,37,15,8,3.8,4.9,73,7.4,21,1973:1,1971:1,3941:1,3995,30,27,15,20,35,,80,Y,0.23,22,76,5,49,76.1,462,59,,12,16,12,140,,23,13,1314:1,23.1,19.6,40.0
"Callahan, TEXAS",14210,63836,21,92,60,9.9,3.6,61.9,28,,16,19,25,55,23,7.1,36,17,9,3.7,5.4,106,11.6,44,7058:1,3553:1,14210:1,2914,32,34,8,32,34,,87,Y,1,23,82,6,25,74.1,531,,,11,18,9,92,,22,10,1093:1,21.4,21.6,100.0
"Cameron, TEXAS",425208,49583,30,71,53,4.9,5.7,38.7,9,3,29,17,37,75,35,5.1,45,15,9,4.3,5.5,36,12.3,15,2034:1,3127:1,1128:1,3224,31,39,22,22,33,15,74,Y,0.15,32,65,13,89,77.3,439,42,5,15,17,17,293,6,39,14,1045:1,28.6,14.1,17.6
"Camp, TEXAS",12716,52919,28,87,49,10.3,4.5,40.3,17,,21,17,36,59,29,7.0,40,19,7,4.2,5.5,101,20.2,20,1402:1,2543:1,1817:1,3468,34,36,16,27,37,,81,N,0,29,78,12,16,72.3,660,,,13,18,13,205,,25,13,2119:1,26.4,18.7,100.0
"Carson, TEXAS",5784,71902,12,92,71,20.9,3.1,61.7,,,15,19,11,61,22,8.0,35,16,6,3.5,5.3,118,17.3,27,,5784:1,2892:1,1941,41,44,6,40,33,,79,Y,1,37,84,4,11,73.6,493,,,11,17,9,0,,18,14,526:1,23.0,20.8,100.0
"Cass, TEXAS",28539,54276,27,88,48,20.0,4.7,63.2,30,6,21,16,30,36,30,6.5,41,22,9,4.4,6.1,106,20.5,31,4760:1,3171:1,2854:1,2800,32,36,12,37,37,,79,Y,0.52,25,78,11,17,72.1,624,72,,14,20,12,212,12,22,10,1502:1,22.5,22.3,80.6
"Castro, TEXAS",7298,59958,22,75,47,9.5,3.1,21.4,,,22,17,35,60,31,8.0,38,16,6,4,5.1,69,,,3687:1,,7298:1,3698,37,24,14,16,35,,82,Y,1,,65,8,0,75.9,470,,,13,16,13,,,31,17,1460:1,28.9,17.3,100.0
"Chambers, TEXAS",51288,102146,11,89,69,4.9,5.3,61,17,4,17,20,16,79,25,7.4,39,16,8,3.6,5.1,75,11.2,18,6981:1,10258:1,2564:1,6620,32,30,17,47,35,,90,Y,0.16,26,84,10,36,76.1,441,45,5,11,17,11,102,25,18,10,1769:1,27.8,11.8,54.1
"Cherokee, TEXAS",51645,50351,23,79,43,11.2,4.4,57.9,21,4,22,17,40,56,30,6.7,40,20,8,4.2,5.7,89,17.1,22,1965:1,2718:1,922:1,2650,38,38,15,35,37,,80,Y,0.39,29,72,11,30,73.3,584,64,9,13,19,12,277,10,30,13,1519:1,25.1,18.0,72.5
"Childress, TEXAS",6809,49200,25,82,44,10.4,2.8,43.1,,,21,20,37,59,29,6.2,39,19,8,4.1,5.3,90,,22,674:1,2270:1,1135:1,3478,20,20,12,39,37,,77,N,0,32,71,14,57,74.1,547,,,13,17,12,119,,26,10,681:1,19.5,16.2,32.2
"Clay, TEXAS",10486,66085,15,93,58,11.7,3.8,64.7,29,,16,18,23,7,23,5.7,36,17,7,3.6,5.4,107,17.8,25,2566:1,,5243:1,3141,36,44,12,38,34,,83,Y,1,25,81,9,16,75.9,467,,,11,17,9,79,,19,13,2097:1,20.0,24.0,100.0
"Cochran, TEXAS",2526,45766,39,69,36,15.9,4.8,,,,31,15,44,1,39,5.8,43,23,8,5.1,5.9,136,,,2516:1,2526:0,,817,28,22,14,41,37,,77,Y,1,,67,8,,72.0,620,,,17,20,17,,,34,17,1263:1,26.5,15.9,100.0
"Coke, TEXAS",3333,43774,21,86,44,12.0,3.5,39.7,,,19,17,28,70,27,3.9,37,18,9,4,5.6,84,,,,3333:0,,2741,39,43,3,39,35,,79,Y,1,,70,7,0,75.6,448,,,12,18,11,,,23,15,3333:0,20.7,25.6,100.0
"Coleman, TEXAS",7850,45834,27,88,52,22.0,4.3,48.8,,,19,16,37,66,27,6.1,37,19,10,4.1,5.6,91,,16,1934:1,3925:1,7850:1,5283,26,21,10,38,34,,83,Y,1,29,72,6,13,70.2,688,,,13,18,11,105,,27,12,1570:1,20.6,25.8,53.2
"Collin, TEXAS",1158696,113943,5,94,82,6.4,3.2,61.2,11,2,12,18,7,92,19,8.4,27,11,7,2.8,4,40,14.7,20,1027:1,1438:1,598:1,2650,49,53,13,46,33,6,96,Y,0.01,37,65,12,141,81.6,228,35,4,8,14,9,235,9,13,7,1079:1,24.5,11.7,6.1
"Collingsworth, TEXAS",2568,52093,26,78,56,19.1,3.5,54.5,,,23,16,25,83,31,7.3,39,20,9,4.5,5.6,125,,,2615:1,2568:0,2568:1,5726,21,11,17,22,36,,80,Y,1,,76,5,0,72.3,583,,,14,19,13,0,,35,23,856:1,26.6,18.7,100.0
"Colorado, TEXAS",20754,59711,21,84,55,16.0,3.5,33.7,24,7,20,16,25,64,28,8.0,38,18,8,4,5.3,100,8.4,13,1875:1,4151:1,2965:1,4064,35,34,13,36,36,,78,Y,0.56,24,82,6,15,74.4,488,120,11,12,17,12,240,,26,16,2306:1,23.4,22.7,100.0
"Comal, TEXAS",184642,92979,9,94,70,8.9,3.5,62.2,20,2,14,20,15,71,21,8.0,31,13,7,3.2,4.9,62,16.2,20,1683:1,1539:1,590:1,2116,42,43,13,49,31,8,94,Y,0.28,33,76,12,87,78.3,330,50,6,10,15,9,158,8,17,10,1106:1,22.0,18.5,46.6
"Comanche, TEXAS",13878,51559,25,85,47,10.9,3.5,57.9,21,,19,17,36,10,26,7.1,37,17,6,3.9,5.3,104,,18,1722:1,3470:1,1735:1,2290,35,24,12,28,34,,83,Y,0.76,24,82,8,15,75.0,485,75,,12,17,11,120,,27,14,1542:1,22.4,23.3,100.0
"Concho, TEXAS",3340,51191,36,75,37,0.0,3.1,60.8,,,21,16,19,66,29,6.7,37,18,8,4.1,5.3,,,,3341:1,3340:1,3340:1,2150,41,42,9,49,35,,83,Y,1,,81,6,17,81.7,320,,,13,17,12,709,,19,12,1113:1,18.4,26.1,100.0
"Cooke, TEXAS",43050,66466,19,89,57,10.7,3.4,64.2,24,,18,19,38,62,25,7.6,35,18,7,3.8,5.4,82,17.7,26,3840:1,2392:1,1656:1,3057,35,39,11,36,34,,79,Y,0.58,41,69,9,50,76.5,435,58,,12,18,10,116,11,25,14,1164:1,22.6,19.7,60.3
"Coryell, TEXAS",85057,63428,16,90,63,6.3,4.5,70.4,19,4,19,20,27,49,26,5.2,42,19,9,4.2,5.3,57,25.1,28,5615:1,3038:1,1546:1,2167,37,26,12,29,38,10,88,Y,0.1,49,58,10,46,75.7,458,62,7,12,17,12,350,8,19,7,1668:1,22.1,11.3,19.5
"Cottle, TEXAS",1307,45351,32,82,55,21.7,2.7,,,,24,14,,82,32,0.9,41,21,,4.6,5.9,,,,1381:0,1307:0,,2724,29,16,9,29,37,,68,Y,1,,67,8,0,,482,,,15,20,14,,,22,13,1307:0,19.0,25.7,100.0
"Crane, TEXAS",4546,67889,16,75,29,8.5,5.0,33.5,,,21,19,36,94,30,8.4,38,15,7,3.9,4.9,67,,,2340:1,4546:1,,3822,30,14,13,35,35,,74,Y,1,,85,5,33,74.7,529,,,12,16,12,,,29,18,4546:1,28.5,12.5,100.0
"Crockett, TEXAS",2943,71851,24,72,58,16.3,4.0,39.8,,,20,18,55,90,29,8.2,39,14,6,3.7,4.8,88,,,1534:1,2943:1,,3898,22,18,14,31,36,,70,Y,1,51,72,6,23,71.2,630,,,11,15,12,,,30,20,2943:1,26.2,18.7,100.0
"Crosby, TEXAS",4998,46457,34,78,38,9.8,4.1,68.9,,,26,16,47,20,35,6.8,41,19,9,4.5,5.6,110,,,2553:1,,2499:1,489,27,41,14,48,36,,85,Y,1,23,71,8,12,70.7,750,,,15,18,14,334,,29,15,1666:1,26.1,18.2,100.0
"Culberson, TEXAS",2155,52160,34,76,51,0.0,2.9,134.6,,,31,15,59,94,39,6.7,43,21,10,4.9,5.6,137,,,2193:1,2155:0,,3949,29,14,12,39,37,,59,Y,1,90,76,3,52,73.7,701,,,16,19,17,,,35,23,1078:1,22.8,21.4,100.0
"Dallam, TEXAS",7241,61636,15,78,54,13.9,2.4,25.4,30,,26,18,68,65,34,6.5,40,21,6,4.7,5.6,122,,,1195:1,3621:1,2414:1,3177,25,25,9,12,36,,82,Y,1,19,72,4,61,71.6,632,119,,15,19,14,166,,37,25,603:1,33.9,11.5,23.3
"Dallas, TEXAS",2600840,70871,20,81,62,7.8,3.7,48.4,11,9,20,19,29,96,29,7.3,35,16,9,3.7,5.3,64,11.5,15,1387:1,1049:1,487:1,2997,44,51,20,43,35,9,88,N,0,30,51,16,248,77.3,399,57,6,12,16,12,926,17,28,15,684:1,24.9,11.8,0.6
"Dawson, TEXAS",12130,48801,28,70,41,13.7,4.4,41.6,21,,29,17,61,69,38,5.2,41,21,11,4.9,5.5,87,13.2,15,2483:1,2022:1,12130:1,3541,21,28,17,26,36,,84,Y,1,25,72,16,48,72.6,611,84,,16,19,16,198,,29,13,1733:1,25.4,13.9,29.9
"Deaf Smith, TEXAS",18377,55565,22,72,33,8.2,3.0,31.5,16,,26,17,64,80,34,7.6,43,17,7,4.5,5.3,61,13.1,17,9165:1,2625:1,9189:1,2622,31,33,14,16,36,,80,N,0,24,64,9,38,74.4,490,75,,14,17,15,211,,33,19,919:1,31.0,12.8,16.5
"Delta, TEXAS",5406,54587,24,89,62,11.1,4.0,29.5,,,18,17,28,61,26,7.4,38,19,6,4,5.6,75,,,,,2703:1,3078,40,35,11,45,36,,78,Y,1,30,80,9,6,73.7,502,201,,12,18,11,269,,20,11,1802:1,24.0,20.7,100.0
"Denton, TEXAS",977281,102711,8,93,78,5.7,3.2,75.5,12,2,13,19,10,94,20,8.2,32,12,7,3.1,4.3,42,18,23,1865:1,1602:1,599:1,2626,48,50,13,46,33,5,95,Y,0.05,40,65,13,119,80.9,254,35,4,9,14,9,217,9,14,7,1207:1,23.2,11.6,7.2
"DeWitt, TEXAS",19772,55525,26,84,41,16.1,3.4,31.2,17,,22,17,43,64,30,7.5,39,19,9,4.2,5.3,74,14.7,17,1660:1,3295:1,3954:1,3519,31,34,15,35,35,,72,Y,0.3,28,71,12,38,74.8,508,51,,13,18,12,30,,25,12,1521:1,22.9,19.9,51.4
"Dickens, TEXAS",1726,47074,26,86,26,17.2,4.8,,,,21,17,25,61,29,7.1,39,18,10,4.1,5.1,142,,,1740:1,1726:0,1726:1,2070,26,27,13,47,36,,83,Y,1,,83,8,2,73.0,588,,,13,17,12,,,29,17,1726:1,18.7,27.5,100.0
"Dimmit, TEXAS",8387,44312,35,73,42,8.3,3.8,39.6,,,36,13,38,81,45,2.6,46,22,7,5.4,5.7,73,,17,2824:1,2796:1,2097:1,1941,17,32,25,32,37,,70,Y,0.23,28,65,23,56,72.2,705,,,19,20,21,177,,27,10,1048:1,28.4,16.6,34.8
"Donley, TEXAS",3339,44866,26,84,43,18.4,3.6,61.1,,,19,17,15,79,26,7.7,37,19,12,4,5.6,109,,,,3339:1,,2248,29,20,13,27,35,,64,Y,1,61,73,12,54,71.6,658,,,12,19,11,213,,26,16,835:1,20.4,24.1,100.0
"Duval, TEXAS",9888,40539,39,73,43,0.0,4.5,31,22,,28,16,38,,37,5.5,42,17,9,4.5,5,86,,17,,,9888:1,3388,24,31,12,33,36,,65,Y,1,33,71,8,20,72.2,685,,,15,17,16,215,,29,11,1978:1,25.1,17.0,100.0
"Eastland, TEXAS",17944,53351,20,85,61,14.0,4.6,57.9,24,,20,17,28,60,28,5.9,38,20,8,4.2,5.8,106,14.8,31,4466:1,2991:1,1994:1,3675,26,31,12,25,35,,81,Y,0.71,34,69,10,18,72.4,636,65,,13,19,11,86,,27,13,1794:1,21.2,22.2,100.0
"Ector, TEXAS",160869,64868,21,77,54,7.4,3.9,44.6,16,7,23,18,46,72,32,7.2,39,16,9,4.2,4.9,90,13.7,18,1751:1,1915:1,1962:1,4044,28,37,16,31,36,13,84,Y,0.13,34,65,13,85,72.4,604,75,6,13,17,13,241,19,29,19,1025:1,30.4,9.8,9.1
"Edwards, TEXAS",1422,50752,36,74,57,27.8,2.8,,,,26,14,42,1,34,6.7,40,19,,4.6,5.4,,,,1438:1,1422:0,1422:1,2395,35,24,13,28,36,,58,Y,1,,82,10,0,75.2,543,,,15,18,15,,,34,20,1422:0,21.5,29.2,100.0
"El Paso, TEXAS",868763,53441,29,80,67,4.7,4.3,42.4,11,4,23,17,31,83,30,6.7,38,15,9,3.9,5.1,56,12.1,16,2014:1,2064:1,810:1,2066,29,31,19,30,34,8,86,Y,0.24,30,63,15,161,77.0,419,42,4,13,17,14,356,15,30,10,970:1,25.9,13.1,4.0
"Ellis, TEXAS",212182,89314,12,88,64,8.2,3.5,59.8,15,5,16,20,20,54,23,7.9,37,15,7,3.4,5.1,57,14.4,20,2632:1,3215:1,1061:1,3123,42,47,13,50,35,8,91,Y,0.04,36,76,10,46,77.1,382,48,6,11,16,10,240,9,22,13,1424:1,26.1,13.1,30.7
"Erath, TEXAS",43895,60093,15,87,63,11.8,3.5,64.7,13,,18,19,12,70,26,5.9,37,17,8,3.9,5.3,74,18,20,1735:1,1756:1,813:1,2257,40,42,17,22,33,,88,Y,0.36,34,63,17,52,77.4,394,42,,12,18,11,68,9,25,13,1626:1,20.4,15.0,51.0
"Falls, TEXAS",17049,47534,28,83,58,11.6,4.1,53.4,17,,25,16,44,37,33,6.8,43,22,9,4.6,5.8,75,13.9,13,17313:1,3410:1,5683:1,2683,40,33,17,42,40,,74,Y,0.47,21,78,11,15,74.9,510,113,,15,20,14,280,,24,11,2131:1,21.2,19.2,68.2
"Fannin, TEXAS",37125,60959,18,86,49,9.8,3.5,66.2,21,4,19,18,27,34,26,6.6,39,19,8,4,5.7,91,14.4,33,5224:1,4125:1,952:1,4356,38,40,13,50,35,,80,Y,0.61,35,75,11,8,74.4,512,57,,12,18,11,211,16,23,12,2063:1,21.2,17.8,78.1
"Fayette, TEXAS",24913,70476,15,90,53,20.7,3.5,39.5,12,,17,17,19,52,25,7.8,36,16,8,3.7,5.3,86,10.4,14,3086:1,1916:1,2265:1,2681,40,44,10,20,35,,72,Y,0.31,23,81,9,21,77.4,399,58,,11,17,10,150,,22,16,1384:1,19.9,26.9,79.5
"Fisher, TEXAS",3622,57867,25,86,59,21.6,3.5,46.4,,,18,17,34,42,26,7.6,37,17,13,3.8,5.2,89,,,1853:1,3622:1,,2042,31,11,7,32,34,,78,Y,1,,79,7,0,75.1,518,,,12,17,11,160,,20,13,1207:1,22.1,24.6,100.0
"Floyd, TEXAS",5235,45784,32,71,45,18.7,4.1,23.3,,,22,17,33,76,31,7.7,40,16,8,4.1,5.3,74,,,1783:1,5235:1,5235:1,2722,30,25,11,30,36,,76,Y,1,33,70,10,0,72.8,591,,,13,17,13,136,,31,16,1047:1,26.1,18.5,100.0
"Foard, TEXAS",1057,47657,28,80,44,0.0,3.2,,,,24,14,,0,31,3.5,40,22,,4.6,6,,,,1080:0,1057:0,,1678,19,30,10,21,36,,65,Y,1,,68,15,0,,676,,,15,20,13,,,21,13,1057:1,20.6,25.7,100.0
"Fort Bend, TEXAS",889146,105583,10,91,77,4.8,3.9,44,11,5,14,17,8,89,23,8.3,30,11,9,2.8,4.3,40,10.6,15,1181:1,1720:1,927:1,2830,37,48,14,58,36,6,94,Y,0.04,33,78,13,81,81.4,252,35,4,9,13,11,264,8,16,9,1170:1,26.5,12.5,4.8
"Franklin, TEXAS",10618,56623,20,91,66,10.5,3.2,60.2,19,,15,19,24,24,22,6.2,33,15,7,3.4,5,75,,26,3488:1,2655:1,2124:1,1979,31,41,10,38,34,,90,Y,0.75,45,80,6,11,76.0,479,,,10,16,9,250,,19,9,2655:1,22.2,22.5,100.0
"Freestone, TEXAS",19950,56372,19,85,50,11.1,5.3,65.4,24,,20,18,27,42,28,6.8,38,20,7,4.1,5.5,92,8.5,31,3296:1,3325:1,3990:1,3907,35,30,13,44,37,,70,Y,0.37,28,76,11,11,74.7,519,91,,13,18,12,462,,25,12,1663:1,22.1,20.6,100.0
"Frio, TEXAS",17815,46769,33,70,29,6.5,3.4,20.1,13,,29,18,45,40,38,6.3,42,19,10,4.6,5,58,14.8,11,4609:1,3563:1,2969:1,3510,23,29,11,18,37,,68,Y,0.31,32,61,13,36,73.8,596,58,,15,17,16,960,,29,11,1048:1,23.9,12.9,50.7
"Gaines, TEXAS",22181,62465,19,60,25,11.9,3.0,52.9,,,23,20,41,42,32,8.0,37,20,6,4.4,5.5,65,5.5,29,10948:1,7394:1,7394:1,2531,17,21,16,22,35,,82,Y,1,26,73,9,27,74.9,501,53,,14,18,12,50,,39,23,5545:1,35.9,9.1,67.3
"Galveston, TEXAS",357117,75947,15,90,68,6.6,4.4,63.8,16,8,16,19,18,85,24,7.2,34,14,9,3.5,4.9,75,14,21,1420:1,1930:1,695:1,4265,39,44,16,41,35,7,91,Y,0.03,34,68,15,84,76.5,433,52,5,11,16,10,384,21,19,10,888:1,23.4,15.8,4.1
"Garza, TEXAS",6262,50255,27,70,25,11.9,4.1,35.2,,,23,21,47,,31,7.4,38,18,7,4.2,4.9,60,,,5863:1,3131:1,6262:1,2097,24,29,13,30,36,,83,Y,1,,70,5,51,75.7,486,,,13,16,13,1033,,27,12,2087:1,14.3,10.7,100.0
"Gillespie, TEXAS",27477,77013,14,89,53,12.8,2.6,57.7,17,,15,17,25,53,22,7.8,34,14,9,3.4,5.1,80,11.3,23,853:1,1308:1,1057:1,979,47,48,14,24,32,,86,Y,0.33,26,70,11,31,79.8,312,55,,10,16,9,89,,26,19,1249:1,19.4,30.1,56.4
"Glasscock, TEXAS",1164,96533,12,86,76,0.0,2.6,,,,19,19,,,26,4.4,37,16,11,3.8,5.1,,,,1149:0,1164:0,,,39,36,11,33,36,,80,Y,1,,62,2,8,,,,,12,17,11,535,,26,26,1164:0,25.3,14.1,100.0
"Goliad, TEXAS",7131,62841,21,84,57,8.4,4.4,51.2,,,19,17,20,50,27,6.9,38,16,8,3.9,5.3,77,,21,,1783:1,7131:1,3078,34,41,9,52,35,,72,Y,1,26,83,8,18,79.0,403,,,12,17,11,147,,23,13,7131:1,20.3,24.6,100.0
"Gonzales, TEXAS",19832,57523,23,77,33,11.2,3.2,58.3,18,,24,17,38,49,33,6.2,40,19,8,4.3,5.5,77,23.6,20,2455:1,2204:1,3305:1,2518,30,37,16,38,35,,81,Y,0.47,40,67,10,32,75.1,533,,,14,18,13,169,,32,17,1417:1,26.5,17.4,64.6
"Gray, TEXAS",21015,50648,20,82,48,16.2,4.5,46.5,17,7,22,18,37,93,29,6.8,40,20,8,4.2,5.4,83,18.6,20,3505:1,1751:1,2627:1,2774,29,31,13,23,37,,83,Y,0.22,38,70,13,36,72.8,579,55,,13,18,12,92,19,31,15,1617:1,25.0,16.7,20.5
"Grayson, TEXAS",143131,66141,15,90,58,9.8,3.7,81,20,5,17,18,28,77,24,7.3,37,17,8,3.8,5.1,73,22.6,32,2362:1,1626:1,685:1,4380,33,45,13,32,35,10,84,Y,0.3,47,67,12,49,74.8,493,58,7,11,18,10,169,13,23,12,987:1,23.7,18.2,47.7
"Gregg, TEXAS",125443,60932,23,86,59,13.2,4.2,74.4,17,11,20,18,35,83,28,6.6,40,19,9,4,5.5,73,16.1,26,1099:1,996:1,451:1,3607,39,45,15,20,37,11,87,Y,0.04,36,60,13,75,72.8,592,62,7,13,18,12,499,11,26,13,560:1,25.6,16.0,13.5
"Grimes, TEXAS",30754,61188,21,81,54,7.3,4.5,58.4,19,5,21,18,30,31,28,6.5,41,20,9,4.2,5.6,82,10,12,3786:1,5126:1,5126:1,3028,37,44,12,57,37,,79,Y,0.54,18,78,11,25,74.9,511,74,,13,18,12,410,16,26,14,3417:1,22.5,19.0,74.5
"Guadalupe, TEXAS",182760,86043,13,89,59,5.4,3.4,73.9,15,4,17,19,17,66,26,7.3,38,14,8,3.5,4.9,56,20.4,25,3849:1,2574:1,1924:1,2559,36,35,12,44,36,8,91,Y,0.16,44,78,9,49,78.4,364,51,6,11,16,11,135,9,17,9,2077:1,23.9,14.8,24.8
"Hale, TEXAS",31827,49571,30,75,47,14.0,4.9,53.2,10,4,24,18,41,65,33,7.0,41,18,8,4.3,5.3,65,9.6,11,2478:1,6365:1,663:1,1579,30,29,16,21,36,16,79,Y,0.21,35,62,12,50,73.1,572,58,,14,17,14,159,,29,14,1326:1,26.4,14.0,30.5
"Hall, TEXAS",2810,40677,39,82,49,10.5,4.2,,,,23,15,31,75,31,6.1,40,19,11,4.4,5.5,101,,52,,2810:0,,4275,17,20,12,24,37,,68,Y,1,,70,4,39,75.1,529,,,14,18,13,,,34,15,2810:1,21.5,23.9,100.0
"Hamilton, TEXAS",8298,59753,21,89,45,17.0,3.4,58.5,25,,20,16,21,37,28,5.9,37,20,9,4.2,5.7,114,18,23,1029:1,1660:1,830:1,3053,34,20,13,24,35,,82,Y,0.31,23,83,10,26,74.0,524,125,,13,19,11,100,,26,15,1037:1,20.9,25.7,100.0
"Hansford, TEXAS",5151,69064,16,72,63,17.4,2.4,27.2,,,23,17,21,62,31,8.3,39,18,8,4.3,5.3,93,,,1720:1,5151:1,1288:1,1350,33,32,10,26,35,,84,Y,1,27,75,8,0,78.1,332,,,14,18,13,,,33,24,1717:1,28.6,15.3,100.0
"Hardeman, TEXAS",3516,49539,25,85,49,14.1,3.5,48,,,19,18,32,0,27,7.0,38,18,5,3.9,5.4,129,,48,888:1,879:1,879:1,5548,30,33,10,18,36,,72,Y,1,,68,6,62,74.8,590,,,12,18,11,232,,31,19,1172:1,22.1,22.2,100.0
"Hardin, TEXAS",57811,70432,17,89,57,11.4,5.2,73.7,23,5,18,19,30,67,27,6.6,36,19,9,4,5.5,87,17.4,23,5697:1,3613:1,1700:1,2894,41,39,12,53,35,,84,Y,0.24,48,83,10,33,74.1,536,70,6,12,18,11,119,16,19,10,1606:1,24.6,17.7,50.7
"Harris, TEXAS",4780913,68748,25,82,63,5.5,4.2,48.8,11,10,20,20,24,90,28,7.3,37,16,9,3.4,5.2,65,11.7,16,1717:1,1343:1,613:1,3047,36,45,20,47,34,9,90,Y,0.01,32,55,16,229,77.9,386,53,6,11,16,12,724,18,28,14,823:1,25.7,11.7,1.1
"Harrison, TEXAS",69955,64636,23,89,60,10.0,4.5,48.5,16,9,19,18,30,57,27,7.1,39,19,9,4,5.6,85,12.7,16,3293:1,4115:1,1999:1,3495,37,42,15,28,36,12,78,Y,0.55,28,74,12,40,74.5,537,58,7,12,18,12,227,14,23,12,1706:1,23.7,17.9,54.9
"Hartley, TEXAS",5208,84165,9,84,39,13.0,2.0,142.9,,,16,21,28,74,23,7.6,35,14,7,3.3,4.6,69,,,,,5208:1,,27,30,12,9,34,,90,Y,1,,80,7,14,80.1,287,,,10,15,10,,,22,14,,21.5,16.8,46.2
